Rk,Squad,MP,W,D,L,GF,GA,GD,Pts,Pts/MP,xG,xGA,xGD,xGD/90,League,target,G/PG,GC/PG,xG/PG,xGA/PG,Top_Team_Scorer
13,Sassuolo,38,12,9,17,47,61,-14,45,1.18,51.6,49.7,1.9,0.05,Serie_A,1,1.24,1.61,1.36,1.31,12
14,Empoli,38,10,13,15,37,49,-12,43,1.13,38.8,58.3,-19.5,-0.51,Serie_A,1,0.97,1.29,1.02,1.53,6
15,Salernitana,38,9,15,14,48,62,-14,42,1.11,36.7,67.1,-30.5,-0.8,Serie_A,1,1.26,1.63,0.97,1.77,16
16,Lecce,38,8,12,18,33,46,-13,36,0.95,36.1,42.1,-6.1,-0.16,Serie_A,1,0.87,1.21,0.95,1.11,8
17,Spezia,38,6,13,19,31,62,-31,31,0.82,41.5,59.5,-18.0,-0.47,Serie_A,2,0.82,1.63,1.09,1.57,13
18,Hellas Verona,38,7,10,21,31,59,-28,31,0.82,35.8,49.9,-14.1,-0.37,Serie_A,2,0.82,1.55,0.94,1.31,5
19,Cremonese,38,5,12,21,36,69,-33,27,0.71,38.7,66.1,-27.4,-0.72,Serie_A,2,0.95,1.82,1.02,1.74,8
20,Sampdoria,38,3,10,25,24,71,-47,19,0.5,34.1,66.3,-32.2,-0.85,Serie_A,2,0.63,1.87,0.9,1.74,7
1,Napoli,38,28,6,4,77,28,49,90,2.37,64.7,31.8,33.0,0.87,Serie_A,0,2.03,0.74,1.7,0.84,26
2,Lazio,38,22,8,8,60,30,30,74,1.95,51.1,41.3,9.8,0.26,Serie_A,0,1.58,0.79,1.34,1.09,12
3,Inter,38,23,3,12,71,42,29,72,1.89,68.0,36.5,31.6,0.83,Serie_A,0,1.87,1.11,1.79,0.96,21
4,Milan,38,20,10,8,64,43,21,70,1.84,58.8,41.1,17.7,0.47,Serie_A,0,1.68,1.13,1.55,1.08,15
5,Atalanta,38,19,7,12,66,48,18,64,1.68,57.7,41.4,16.3,0.43,Serie_A,1,1.74,1.26,1.52,1.09,13
6,Roma,38,18,9,11,50,38,12,63,1.66,57.4,32.1,25.3,0.67,Serie_A,1,1.32,1.0,1.51,0.84,12
7,Juventus,38,22,6,10,56,33,23,62,1.63,55.3,41.6,13.7,0.36,Serie_A,1,1.47,0.87,1.46,1.09,10
8,Fiorentina,38,15,11,12,53,43,10,56,1.47,55.0,43.4,11.7,0.31,Serie_A,1,1.39,1.13,1.45,1.14,8
9,Bologna,38,14,12,12,53,49,4,54,1.42,43.8,48.7,-4.9,-0.13,Serie_A,1,1.39,1.29,1.15,1.28,11
10,Torino,38,14,11,13,42,41,1,53,1.39,41.8,40.0,1.8,0.05,Serie_A,1,1.11,1.08,1.1,1.05,12
11,Monza,38,14,10,14,48,52,-4,52,1.37,45.9,51.3,-5.4,-0.14,Serie_A,1,1.26,1.37,1.21,1.35,6
12,Udinese,38,11,13,14,47,48,-1,46,1.21,46.9,51.8,-4.9,-0.13,Serie_A,1,1.24,1.26,1.23,1.36,10
13,Sassuolo,38,12,9,17,47,61,-14,45,1.18,51.6,49.7,1.9,0.05,Serie_A,1,1.24,1.61,1.36,1.31,12
14,Empoli,38,10,13,15,37,49,-12,43,1.13,38.8,58.3,-19.5,-0.51,Serie_A,1,0.97,1.29,1.02,1.53,6
15,Salernitana,38,9,15,14,48,62,-14,42,1.11,36.7,67.1,-30.5,-0.8,Serie_A,1,1.26,1.63,0.97,1.77,16
16,Lecce,38,8,12,18,33,46,-13,36,0.95,36.1,42.1,-6.1,-0.16,Serie_A,1,0.87,1.21,0.95,1.11,8
17,Spezia,38,6,13,19,31,62,-31,31,0.82,41.5,59.5,-18.0,-0.47,Serie_A,2,0.82,1.63,1.09,1.57,13
18,Hellas Verona,38,7,10,21,31,59,-28,31,0.82,35.8,49.9,-14.1,-0.37,Serie_A,2,0.82,1.55,0.94,1.31,5
19,Cremonese,38,5,12,21,36,69,-33,27,0.71,38.7,66.1,-27.4,-0.72,Serie_A,2,0.95,1.82,1.02,1.74,8
20,Sampdoria,38,3,10,25,24,71,-47,19,0.5,34.1,66.3,-32.2,-0.85,Serie_A,2,0.63,1.87,0.9,1.74,7
1,Manchester City,38,28,5,5,94,33,61,89,2.34,78.7,32.1,46.6,1.23,EPL,0,2.47,0.87,2.07,0.84,36
2,Arsenal,38,26,6,6,88,43,45,84,2.21,71.9,42.0,29.9,0.79,EPL,0,2.32,1.13,1.89,1.11,15
3,Manchester Utd,38,23,6,9,58,43,15,75,1.97,67.7,50.4,17.3,0.45,EPL,0,1.53,1.13,1.78,1.33,17
4,Newcastle Utd,38,19,14,5,68,33,35,71,1.87,72.0,39.6,32.4,0.85,EPL,0,1.79,0.87,1.89,1.04,18
5,Liverpool,38,19,10,9,75,47,28,67,1.76,72.6,50.9,21.7,0.57,EPL,1,1.97,1.24,1.91,1.34,19
6,Brighton,38,18,8,12,72,53,19,62,1.63,73.3,50.2,23.1,0.61,EPL,1,1.89,1.39,1.93,1.32,10
7,Aston Villa,38,18,7,13,51,46,5,61,1.61,50.2,52.5,-2.2,-0.06,EPL,1,1.34,1.21,1.32,1.38,15
8,Tottenham,38,18,6,14,70,63,7,60,1.58,57.1,49.7,7.4,0.2,EPL,1,1.84,1.66,1.5,1.31,30
9,Brentford,38,15,14,9,58,46,12,59,1.55,56.8,49.9,6.8,0.18,EPL,1,1.53,1.21,1.49,1.31,20
10,Fulham,38,15,7,16,55,53,2,52,1.37,46.2,63.8,-17.6,-0.46,EPL,1,1.45,1.39,1.22,1.68,14
11,Crystal Palace,38,11,12,15,40,49,-9,45,1.18,39.3,48.1,-8.8,-0.23,EPL,1,1.05,1.29,1.03,1.27,10
12,Chelsea,38,11,11,16,38,47,-9,44,1.16,49.5,52.5,-3.0,-0.08,EPL,1,1.0,1.24,1.3,1.38,7
13,Wolves,38,11,8,19,31,58,-27,41,1.08,36.8,59.9,-23.1,-0.61,EPL,1,0.82,1.53,0.97,1.58,6
14,West Ham,38,11,7,20,42,55,-13,40,1.05,49.2,53.0,-3.9,-0.1,EPL,1,1.11,1.45,1.29,1.39,6
15,Bournemouth,38,11,6,21,37,71,-34,39,1.03,38.6,63.9,-25.3,-0.67,EPL,1,0.97,1.87,1.02,1.68,7
16,Nott'ham Forest,38,9,11,18,38,68,-30,38,1.0,39.3,64.2,-24.9,-0.66,EPL,1,1.0,1.79,1.03,1.69,10
17,Everton,38,8,12,18,34,57,-23,36,0.95,45.2,65.7,-20.5,-0.54,EPL,2,0.89,1.5,1.19,1.73,7
18,Leicester City,38,9,7,22,51,68,-17,34,0.89,50.6,63.4,-12.8,-0.34,EPL,2,1.34,1.79,1.33,1.67,13
19,Leeds United,38,7,10,21,48,78,-30,31,0.82,47.4,67.2,-19.8,-0.52,EPL,2,1.26,2.05,1.25,1.77,13
20,Southampton,38,6,7,25,36,73,-37,25,0.66,37.7,61.0,-23.3,-0.61,EPL,2,0.95,1.92,0.99,1.61,9
1,Manchester City,38,28,5,5,94,33,61,89,2.34,78.7,32.1,46.6,1.23,EPL,0,2.47,0.87,2.07,0.84,36
2,Arsenal,38,26,6,6,88,43,45,84,2.21,71.9,42.0,29.9,0.79,EPL,0,2.32,1.13,1.89,1.11,15
3,Manchester Utd,38,23,6,9,58,43,15,75,1.97,67.7,50.4,17.3,0.45,EPL,0,1.53,1.13,1.78,1.33,17
4,Newcastle Utd,38,19,14,5,68,33,35,71,1.87,72.0,39.6,32.4,0.85,EPL,0,1.79,0.87,1.89,1.04,18
5,Liverpool,38,19,10,9,75,47,28,67,1.76,72.6,50.9,21.7,0.57,EPL,1,1.97,1.24,1.91,1.34,19
6,Brighton,38,18,8,12,72,53,19,62,1.63,73.3,50.2,23.1,0.61,EPL,1,1.89,1.39,1.93,1.32,10
7,Aston Villa,38,18,7,13,51,46,5,61,1.61,50.2,52.5,-2.2,-0.06,EPL,1,1.34,1.21,1.32,1.38,15
8,Tottenham,38,18,6,14,70,63,7,60,1.58,57.1,49.7,7.4,0.2,EPL,1,1.84,1.66,1.5,1.31,30
9,Brentford,38,15,14,9,58,46,12,59,1.55,56.8,49.9,6.8,0.18,EPL,1,1.53,1.21,1.49,1.31,20
10,Fulham,38,15,7,16,55,53,2,52,1.37,46.2,63.8,-17.6,-0.46,EPL,1,1.45,1.39,1.22,1.68,14
11,Crystal Palace,38,11,12,15,40,49,-9,45,1.18,39.3,48.1,-8.8,-0.23,EPL,1,1.05,1.29,1.03,1.27,10
12,Chelsea,38,11,11,16,38,47,-9,44,1.16,49.5,52.5,-3.0,-0.08,EPL,1,1.0,1.24,1.3,1.38,7
13,Wolves,38,11,8,19,31,58,-27,41,1.08,36.8,59.9,-23.1,-0.61,EPL,1,0.82,1.53,0.97,1.58,6
14,West Ham,38,11,7,20,42,55,-13,40,1.05,49.2,53.0,-3.9,-0.1,EPL,1,1.11,1.45,1.29,1.39,6
15,Bournemouth,38,11,6,21,37,71,-34,39,1.03,38.6,63.9,-25.3,-0.67,EPL,1,0.97,1.87,1.02,1.68,7
16,Nott'ham Forest,38,9,11,18,38,68,-30,38,1.0,39.3,64.2,-24.9,-0.66,EPL,1,1.0,1.79,1.03,1.69,10
17,Everton,38,8,12,18,34,57,-23,36,0.95,45.2,65.7,-20.5,-0.54,EPL,2,0.89,1.5,1.19,1.73,7
18,Leicester City,38,9,7,22,51,68,-17,34,0.89,50.6,63.4,-12.8,-0.34,EPL,2,1.34,1.79,1.33,1.67,13
19,Leeds United,38,7,10,21,48,78,-30,31,0.82,47.4,67.2,-19.8,-0.52,EPL,2,1.26,2.05,1.25,1.77,13
20,Southampton,38,6,7,25,36,73,-37,25,0.66,37.7,61.0,-23.3,-0.61,EPL,2,0.95,1.92,0.99,1.61,9
1,Manchester City,38,28,5,5,94,33,61,89,2.34,78.7,32.1,46.6,1.23,EPL,0,2.47,0.87,2.07,0.84,36
2,Arsenal,38,26,6,6,88,43,45,84,2.21,71.9,42.0,29.9,0.79,EPL,0,2.32,1.13,1.89,1.11,15
3,Manchester Utd,38,23,6,9,58,43,15,75,1.97,67.7,50.4,17.3,0.45,EPL,0,1.53,1.13,1.78,1.33,17
4,Newcastle Utd,38,19,14,5,68,33,35,71,1.87,72.0,39.6,32.4,0.85,EPL,0,1.79,0.87,1.89,1.04,18
5,Liverpool,38,19,10,9,75,47,28,67,1.76,72.6,50.9,21.7,0.57,EPL,1,1.97,1.24,1.91,1.34,19
6,Brighton,38,18,8,12,72,53,19,62,1.63,73.3,50.2,23.1,0.61,EPL,1,1.89,1.39,1.93,1.32,10
7,Aston Villa,38,18,7,13,51,46,5,61,1.61,50.2,52.5,-2.2,-0.06,EPL,1,1.34,1.21,1.32,1.38,15
8,Tottenham,38,18,6,14,70,63,7,60,1.58,57.1,49.7,7.4,0.2,EPL,1,1.84,1.66,1.5,1.31,30
9,Brentford,38,15,14,9,58,46,12,59,1.55,56.8,49.9,6.8,0.18,EPL,1,1.53,1.21,1.49,1.31,20
10,Fulham,38,15,7,16,55,53,2,52,1.37,46.2,63.8,-17.6,-0.46,EPL,1,1.45,1.39,1.22,1.68,14
11,Crystal Palace,38,11,12,15,40,49,-9,45,1.18,39.3,48.1,-8.8,-0.23,EPL,1,1.05,1.29,1.03,1.27,10
12,Chelsea,38,11,11,16,38,47,-9,44,1.16,49.5,52.5,-3.0,-0.08,EPL,1,1.0,1.24,1.3,1.38,7
13,Wolves,38,11,8,19,31,58,-27,41,1.08,36.8,59.9,-23.1,-0.61,EPL,1,0.82,1.53,0.97,1.58,6
14,West Ham,38,11,7,20,42,55,-13,40,1.05,49.2,53.0,-3.9,-0.1,EPL,1,1.11,1.45,1.29,1.39,6
15,Bournemouth,38,11,6,21,37,71,-34,39,1.03,38.6,63.9,-25.3,-0.67,EPL,1,0.97,1.87,1.02,1.68,7
16,Nott'ham Forest,38,9,11,18,38,68,-30,38,1.0,39.3,64.2,-24.9,-0.66,EPL,1,1.0,1.79,1.03,1.69,10
17,Everton,38,8,12,18,34,57,-23,36,0.95,45.2,65.7,-20.5,-0.54,EPL,2,0.89,1.5,1.19,1.73,7
18,Leicester City,38,9,7,22,51,68,-17,34,0.89,50.6,63.4,-12.8,-0.34,EPL,2,1.34,1.79,1.33,1.67,13
19,Leeds United,38,7,10,21,48,78,-30,31,0.82,47.4,67.2,-19.8,-0.52,EPL,2,1.26,2.05,1.25,1.77,13
20,Southampton,38,6,7,25,36,73,-37,25,0.66,37.7,61.0,-23.3,-0.61,EPL,2,0.95,1.92,0.99,1.61,9
1,Manchester City,38,28,5,5,94,33,61,89,2.34,78.7,32.1,46.6,1.23,EPL,0,2.47,0.87,2.07,0.84,36
2,Arsenal,38,26,6,6,88,43,45,84,2.21,71.9,42.0,29.9,0.79,EPL,0,2.32,1.13,1.89,1.11,15
3,Manchester Utd,38,23,6,9,58,43,15,75,1.97,67.7,50.4,17.3,0.45,EPL,0,1.53,1.13,1.78,1.33,17
4,Newcastle Utd,38,19,14,5,68,33,35,71,1.87,72.0,39.6,32.4,0.85,EPL,0,1.79,0.87,1.89,1.04,18
5,Liverpool,38,19,10,9,75,47,28,67,1.76,72.6,50.9,21.7,0.57,EPL,1,1.97,1.24,1.91,1.34,19
6,Brighton,38,18,8,12,72,53,19,62,1.63,73.3,50.2,23.1,0.61,EPL,1,1.89,1.39,1.93,1.32,10
7,Aston Villa,38,18,7,13,51,46,5,61,1.61,50.2,52.5,-2.2,-0.06,EPL,1,1.34,1.21,1.32,1.38,15
8,Tottenham,38,18,6,14,70,63,7,60,1.58,57.1,49.7,7.4,0.2,EPL,1,1.84,1.66,1.5,1.31,30
9,Brentford,38,15,14,9,58,46,12,59,1.55,56.8,49.9,6.8,0.18,EPL,1,1.53,1.21,1.49,1.31,20
10,Fulham,38,15,7,16,55,53,2,52,1.37,46.2,63.8,-17.6,-0.46,EPL,1,1.45,1.39,1.22,1.68,14
11,Crystal Palace,38,11,12,15,40,49,-9,45,1.18,39.3,48.1,-8.8,-0.23,EPL,1,1.05,1.29,1.03,1.27,10
12,Chelsea,38,11,11,16,38,47,-9,44,1.16,49.5,52.5,-3.0,-0.08,EPL,1,1.0,1.24,1.3,1.38,7
13,Wolves,38,11,8,19,31,58,-27,41,1.08,36.8,59.9,-23.1,-0.61,EPL,1,0.82,1.53,0.97,1.58,6
14,West Ham,38,11,7,20,42,55,-13,40,1.05,49.2,53.0,-3.9,-0.1,EPL,1,1.11,1.45,1.29,1.39,6
15,Bournemouth,38,11,6,21,37,71,-34,39,1.03,38.6,63.9,-25.3,-0.67,EPL,1,0.97,1.87,1.02,1.68,7
16,Nott'ham Forest,38,9,11,18,38,68,-30,38,1.0,39.3,64.2,-24.9,-0.66,EPL,1,1.0,1.79,1.03,1.69,10
17,Everton,38,8,12,18,34,57,-23,36,0.95,45.2,65.7,-20.5,-0.54,EPL,2,0.89,1.5,1.19,1.73,7
18,Leicester City,38,9,7,22,51,68,-17,34,0.89,50.6,63.4,-12.8,-0.34,EPL,2,1.34,1.79,1.33,1.67,13
19,Leeds United,38,7,10,21,48,78,-30,31,0.82,47.4,67.2,-19.8,-0.52,EPL,2,1.26,2.05,1.25,1.77,13
20,Southampton,38,6,7,25,36,73,-37,25,0.66,37.7,61.0,-23.3,-0.61,EPL,2,0.95,1.92,0.99,1.61,9
1,Manchester City,38,28,5,5,94,33,61,89,2.34,78.7,32.1,46.6,1.23,EPL,0,2.47,0.87,2.07,0.84,36
2,Arsenal,38,26,6,6,88,43,45,84,2.21,71.9,42.0,29.9,0.79,EPL,0,2.32,1.13,1.89,1.11,15
3,Manchester Utd,38,23,6,9,58,43,15,75,1.97,67.7,50.4,17.3,0.45,EPL,0,1.53,1.13,1.78,1.33,17
4,Newcastle Utd,38,19,14,5,68,33,35,71,1.87,72.0,39.6,32.4,0.85,EPL,0,1.79,0.87,1.89,1.04,18
5,Liverpool,38,19,10,9,75,47,28,67,1.76,72.6,50.9,21.7,0.57,EPL,1,1.97,1.24,1.91,1.34,19
6,Brighton,38,18,8,12,72,53,19,62,1.63,73.3,50.2,23.1,0.61,EPL,1,1.89,1.39,1.93,1.32,10
7,Aston Villa,38,18,7,13,51,46,5,61,1.61,50.2,52.5,-2.2,-0.06,EPL,1,1.34,1.21,1.32,1.38,15
8,Tottenham,38,18,6,14,70,63,7,60,1.58,57.1,49.7,7.4,0.2,EPL,1,1.84,1.66,1.5,1.31,30
9,Brentford,38,15,14,9,58,46,12,59,1.55,56.8,49.9,6.8,0.18,EPL,1,1.53,1.21,1.49,1.31,20
10,Fulham,38,15,7,16,55,53,2,52,1.37,46.2,63.8,-17.6,-0.46,EPL,1,1.45,1.39,1.22,1.68,14
11,Crystal Palace,38,11,12,15,40,49,-9,45,1.18,39.3,48.1,-8.8,-0.23,EPL,1,1.05,1.29,1.03,1.27,10
12,Chelsea,38,11,11,16,38,47,-9,44,1.16,49.5,52.5,-3.0,-0.08,EPL,1,1.0,1.24,1.3,1.38,7
13,Wolves,38,11,8,19,31,58,-27,41,1.08,36.8,59.9,-23.1,-0.61,EPL,1,0.82,1.53,0.97,1.58,6
14,West Ham,38,11,7,20,42,55,-13,40,1.05,49.2,53.0,-3.9,-0.1,EPL,1,1.11,1.45,1.29,1.39,6
15,Bournemouth,38,11,6,21,37,71,-34,39,1.03,38.6,63.9,-25.3,-0.67,EPL,1,0.97,1.87,1.02,1.68,7
16,Nott'ham Forest,38,9,11,18,38,68,-30,38,1.0,39.3,64.2,-24.9,-0.66,EPL,1,1.0,1.79,1.03,1.69,10
17,Everton,38,8,12,18,34,57,-23,36,0.95,45.2,65.7,-20.5,-0.54,EPL,2,0.89,1.5,1.19,1.73,7
18,Leicester City,38,9,7,22,51,68,-17,34,0.89,50.6,63.4,-12.8,-0.34,EPL,2,1.34,1.79,1.33,1.67,13
19,Leeds United,38,7,10,21,48,78,-30,31,0.82,47.4,67.2,-19.8,-0.52,EPL,2,1.26,2.05,1.25,1.77,13
20,Southampton,38,6,7,25,36,73,-37,25,0.66,37.7,61.0,-23.3,-0.61,EPL,2,0.95,1.92,0.99,1.61,9
1,Manchester City,38,28,5,5,94,33,61,89,2.34,78.7,32.1,46.6,1.23,EPL,0,2.47,0.87,2.07,0.84,36
2,Arsenal,38,26,6,6,88,43,45,84,2.21,71.9,42.0,29.9,0.79,EPL,0,2.32,1.13,1.89,1.11,15
3,Manchester Utd,38,23,6,9,58,43,15,75,1.97,67.7,50.4,17.3,0.45,EPL,0,1.53,1.13,1.78,1.33,17
4,Newcastle Utd,38,19,14,5,68,33,35,71,1.87,72.0,39.6,32.4,0.85,EPL,0,1.79,0.87,1.89,1.04,18
5,Liverpool,38,19,10,9,75,47,28,67,1.76,72.6,50.9,21.7,0.57,EPL,1,1.97,1.24,1.91,1.34,19
6,Brighton,38,18,8,12,72,53,19,62,1.63,73.3,50.2,23.1,0.61,EPL,1,1.89,1.39,1.93,1.32,10
7,Aston Villa,38,18,7,13,51,46,5,61,1.61,50.2,52.5,-2.2,-0.06,EPL,1,1.34,1.21,1.32,1.38,15
8,Tottenham,38,18,6,14,70,63,7,60,1.58,57.1,49.7,7.4,0.2,EPL,1,1.84,1.66,1.5,1.31,30
9,Brentford,38,15,14,9,58,46,12,59,1.55,56.8,49.9,6.8,0.18,EPL,1,1.53,1.21,1.49,1.31,20
10,Fulham,38,15,7,16,55,53,2,52,1.37,46.2,63.8,-17.6,-0.46,EPL,1,1.45,1.39,1.22,1.68,14
11,Crystal Palace,38,11,12,15,40,49,-9,45,1.18,39.3,48.1,-8.8,-0.23,EPL,1,1.05,1.29,1.03,1.27,10
12,Chelsea,38,11,11,16,38,47,-9,44,1.16,49.5,52.5,-3.0,-0.08,EPL,1,1.0,1.24,1.3,1.38,7
13,Wolves,38,11,8,19,31,58,-27,41,1.08,36.8,59.9,-23.1,-0.61,EPL,1,0.82,1.53,0.97,1.58,6
14,West Ham,38,11,7,20,42,55,-13,40,1.05,49.2,53.0,-3.9,-0.1,EPL,1,1.11,1.45,1.29,1.39,6
15,Bournemouth,38,11,6,21,37,71,-34,39,1.03,38.6,63.9,-25.3,-0.67,EPL,1,0.97,1.87,1.02,1.68,7
16,Nott'ham Forest,38,9,11,18,38,68,-30,38,1.0,39.3,64.2,-24.9,-0.66,EPL,1,1.0,1.79,1.03,1.69,10
17,Everton,38,8,12,18,34,57,-23,36,0.95,45.2,65.7,-20.5,-0.54,EPL,2,0.89,1.5,1.19,1.73,7
18,Leicester City,38,9,7,22,51,68,-17,34,0.89,50.6,63.4,-12.8,-0.34,EPL,2,1.34,1.79,1.33,1.67,13
19,Leeds United,38,7,10,21,48,78,-30,31,0.82,47.4,67.2,-19.8,-0.52,EPL,2,1.26,2.05,1.25,1.77,13
20,Southampton,38,6,7,25,36,73,-37,25,0.66,37.7,61.0,-23.3,-0.61,EPL,2,0.95,1.92,0.99,1.61,9
1,Manchester City,38,28,5,5,94,33,61,89,2.34,78.7,32.1,46.6,1.23,EPL,0,2.47,0.87,2.07,0.84,36
2,Arsenal,38,26,6,6,88,43,45,84,2.21,71.9,42.0,29.9,0.79,EPL,0,2.32,1.13,1.89,1.11,15
3,Manchester Utd,38,23,6,9,58,43,15,75,1.97,67.7,50.4,17.3,0.45,EPL,0,1.53,1.13,1.78,1.33,17
4,Newcastle Utd,38,19,14,5,68,33,35,71,1.87,72.0,39.6,32.4,0.85,EPL,0,1.79,0.87,1.89,1.04,18
5,Liverpool,38,19,10,9,75,47,28,67,1.76,72.6,50.9,21.7,0.57,EPL,1,1.97,1.24,1.91,1.34,19
6,Brighton,38,18,8,12,72,53,19,62,1.63,73.3,50.2,23.1,0.61,EPL,1,1.89,1.39,1.93,1.32,10
7,Aston Villa,38,18,7,13,51,46,5,61,1.61,50.2,52.5,-2.2,-0.06,EPL,1,1.34,1.21,1.32,1.38,15
8,Tottenham,38,18,6,14,70,63,7,60,1.58,57.1,49.7,7.4,0.2,EPL,1,1.84,1.66,1.5,1.31,30
9,Brentford,38,15,14,9,58,46,12,59,1.55,56.8,49.9,6.8,0.18,EPL,1,1.53,1.21,1.49,1.31,20
10,Fulham,38,15,7,16,55,53,2,52,1.37,46.2,63.8,-17.6,-0.46,EPL,1,1.45,1.39,1.22,1.68,14
11,Crystal Palace,38,11,12,15,40,49,-9,45,1.18,39.3,48.1,-8.8,-0.23,EPL,1,1.05,1.29,1.03,1.27,10
12,Chelsea,38,11,11,16,38,47,-9,44,1.16,49.5,52.5,-3.0,-0.08,EPL,1,1.0,1.24,1.3,1.38,7
13,Wolves,38,11,8,19,31,58,-27,41,1.08,36.8,59.9,-23.1,-0.61,EPL,1,0.82,1.53,0.97,1.58,6
14,West Ham,38,11,7,20,42,55,-13,40,1.05,49.2,53.0,-3.9,-0.1,EPL,1,1.11,1.45,1.29,1.39,6
15,Bournemouth,38,11,6,21,37,71,-34,39,1.03,38.6,63.9,-25.3,-0.67,EPL,1,0.97,1.87,1.02,1.68,7
16,Nott'ham Forest,38,9,11,18,38,68,-30,38,1.0,39.3,64.2,-24.9,-0.66,EPL,1,1.0,1.79,1.03,1.69,10
17,Everton,38,8,12,18,34,57,-23,36,0.95,45.2,65.7,-20.5,-0.54,EPL,2,0.89,1.5,1.19,1.73,7
18,Leicester City,38,9,7,22,51,68,-17,34,0.89,50.6,63.4,-12.8,-0.34,EPL,2,1.34,1.79,1.33,1.67,13
19,Leeds United,38,7,10,21,48,78,-30,31,0.82,47.4,67.2,-19.8,-0.52,EPL,2,1.26,2.05,1.25,1.77,13
20,Southampton,38,6,7,25,36,73,-37,25,0.66,37.7,61.0,-23.3,-0.61,EPL,2,0.95,1.92,0.99,1.61,9
1,Manchester City,38,28,5,5,94,33,61,89,2.34,78.7,32.1,46.6,1.23,EPL,0,2.47,0.87,2.07,0.84,36
2,Arsenal,38,26,6,6,88,43,45,84,2.21,71.9,42.0,29.9,0.79,EPL,0,2.32,1.13,1.89,1.11,15
3,Manchester Utd,38,23,6,9,58,43,15,75,1.97,67.7,50.4,17.3,0.45,EPL,0,1.53,1.13,1.78,1.33,17
4,Newcastle Utd,38,19,14,5,68,33,35,71,1.87,72.0,39.6,32.4,0.85,EPL,0,1.79,0.87,1.89,1.04,18
5,Liverpool,38,19,10,9,75,47,28,67,1.76,72.6,50.9,21.7,0.57,EPL,1,1.97,1.24,1.91,1.34,19
6,Brighton,38,18,8,12,72,53,19,62,1.63,73.3,50.2,23.1,0.61,EPL,1,1.89,1.39,1.93,1.32,10
7,Aston Villa,38,18,7,13,51,46,5,61,1.61,50.2,52.5,-2.2,-0.06,EPL,1,1.34,1.21,1.32,1.38,15
8,Tottenham,38,18,6,14,70,63,7,60,1.58,57.1,49.7,7.4,0.2,EPL,1,1.84,1.66,1.5,1.31,30
9,Brentford,38,15,14,9,58,46,12,59,1.55,56.8,49.9,6.8,0.18,EPL,1,1.53,1.21,1.49,1.31,20
10,Fulham,38,15,7,16,55,53,2,52,1.37,46.2,63.8,-17.6,-0.46,EPL,1,1.45,1.39,1.22,1.68,14
11,Crystal Palace,38,11,12,15,40,49,-9,45,1.18,39.3,48.1,-8.8,-0.23,EPL,1,1.05,1.29,1.03,1.27,10
12,Chelsea,38,11,11,16,38,47,-9,44,1.16,49.5,52.5,-3.0,-0.08,EPL,1,1.0,1.24,1.3,1.38,7
13,Wolves,38,11,8,19,31,58,-27,41,1.08,36.8,59.9,-23.1,-0.61,EPL,1,0.82,1.53,0.97,1.58,6
14,West Ham,38,11,7,20,42,55,-13,40,1.05,49.2,53.0,-3.9,-0.1,EPL,1,1.11,1.45,1.29,1.39,6
15,Bournemouth,38,11,6,21,37,71,-34,39,1.03,38.6,63.9,-25.3,-0.67,EPL,1,0.97,1.87,1.02,1.68,7
16,Nott'ham Forest,38,9,11,18,38,68,-30,38,1.0,39.3,64.2,-24.9,-0.66,EPL,1,1.0,1.79,1.03,1.69,10
17,Everton,38,8,12,18,34,57,-23,36,0.95,45.2,65.7,-20.5,-0.54,EPL,2,0.89,1.5,1.19,1.73,7
18,Leicester City,38,9,7,22,51,68,-17,34,0.89,50.6,63.4,-12.8,-0.34,EPL,2,1.34,1.79,1.33,1.67,13
19,Leeds United,38,7,10,21,48,78,-30,31,0.82,47.4,67.2,-19.8,-0.52,EPL,2,1.26,2.05,1.25,1.77,13
20,Southampton,38,6,7,25,36,73,-37,25,0.66,37.7,61.0,-23.3,-0.61,EPL,2,0.95,1.92,0.99,1.61,9
1,Manchester City,38,28,5,5,94,33,61,89,2.34,78.7,32.1,46.6,1.23,EPL,0,2.47,0.87,2.07,0.84,36
2,Arsenal,38,26,6,6,88,43,45,84,2.21,71.9,42.0,29.9,0.79,EPL,0,2.32,1.13,1.89,1.11,15
3,Manchester Utd,38,23,6,9,58,43,15,75,1.97,67.7,50.4,17.3,0.45,EPL,0,1.53,1.13,1.78,1.33,17
4,Newcastle Utd,38,19,14,5,68,33,35,71,1.87,72.0,39.6,32.4,0.85,EPL,0,1.79,0.87,1.89,1.04,18
5,Liverpool,38,19,10,9,75,47,28,67,1.76,72.6,50.9,21.7,0.57,EPL,1,1.97,1.24,1.91,1.34,19
6,Brighton,38,18,8,12,72,53,19,62,1.63,73.3,50.2,23.1,0.61,EPL,1,1.89,1.39,1.93,1.32,10
7,Aston Villa,38,18,7,13,51,46,5,61,1.61,50.2,52.5,-2.2,-0.06,EPL,1,1.34,1.21,1.32,1.38,15
8,Tottenham,38,18,6,14,70,63,7,60,1.58,57.1,49.7,7.4,0.2,EPL,1,1.84,1.66,1.5,1.31,30
9,Brentford,38,15,14,9,58,46,12,59,1.55,56.8,49.9,6.8,0.18,EPL,1,1.53,1.21,1.49,1.31,20
10,Fulham,38,15,7,16,55,53,2,52,1.37,46.2,63.8,-17.6,-0.46,EPL,1,1.45,1.39,1.22,1.68,14
